frame,x_min,y_min,x_max,y_max
"[[[ 28  55  62]
  [ 55  72  81]
  [ 63  61  73]
  ...
  [ 25  40  51]
  [ 26  41  52]
  [ 27  42  53]]

 [[ 34  61  68]
  [ 42  59  68]
  [ 58  56  68]
  ...
  [ 26  41  52]
  [ 27  42  53]
  [ 28  43  54]]

 [[ 28  59  66]
  [ 35  57  65]
  [ 49  52  63]
  ...
  [ 27  42  53]
  [ 27  42  53]
  [ 28  43  54]]

 ...

 [[  7  17  21]
  [  6  16  20]
  [  6  16  20]
  ...
  [ 76 102 119]
  [ 80 109 123]
  [ 82 111 125]]

 [[  7  17  21]
  [  6  16  20]
  [  6  16  20]
  ...
  [ 73  96 115]
  [ 82 105 124]
  [ 85 110 129]]

 [[  7  17  21]
  [  6  16  20]
  [  6  16  20]
  ...
  [ 61  84 105]
  [ 66  89 110]
  [ 85 108 129]]]",164,49,342,275
"[[[ 18  57  62]
  [ 38  67  74]
  [ 54  64  74]
  ...
  [  1  29  38]
  [  8  37  46]
  [ 22  51  60]]

 [[ 19  58  63]
  [ 40  69  76]
  [ 51  61  71]
  ...
  [ 14  43  52]
  [ 20  49  58]
  [  9  38  47]]

 [[ 21  60  65]
  [ 44  73  80]
  [ 48  58  68]
  ...
  [ 16  45  54]
  [ 16  45  54]
  [ 12  41  50]]

 ...

 [[  4  19  22]
  [  3  18  21]
  [  3  18  21]
  ...
  [ 82 114 119]
  [ 81 113 118]
  [ 81 113 118]]

 [[  3  18  21]
  [  3  18  21]
  [  2  17  20]
  ...
  [ 81 112 119]
  [ 82 113 120]
  [ 83 114 121]]

 [[  3  18  21]
  [  2  17  20]
  [  2  17  20]
  ...
  [ 91 117 129]
  [ 87 115 127]
  [ 86 114 126]]]",162,51,340,277
"[[[ 26  62  68]
  [ 30  61  68]
  [ 37  61  69]
  ...
  [  5  36  47]
  [  8  43  54]
  [  8  43  54]]

 [[ 37  73  79]
  [ 41  72  79]
  [ 38  62  70]
  ...
  [  5  36  47]
  [ 10  45  56]
  [  9  44  55]]

 [[ 25  61  67]
  [ 40  71  78]
  [ 39  63  71]
  ...
  [ 21  56  67]
  [ 12  47  58]
  [ 12  47  58]]

 ...

 [[  6  19  22]
  [  5  18  21]
  [  4  17  20]
  ...
  [ 77 104 113]
  [ 78 105 114]
  [ 80 107 116]]

 [[  5  18  21]
  [  4  17  20]
  [  3  16  19]
  ...
  [ 74 101 110]
  [ 75 102 111]
  [ 76 103 112]]

 [[  4  17  20]
  [  3  16  19]
  [  2  15  18]
  ...
  [ 72  99 108]
  [ 74 101 110]
  [ 76 103 112]]]",162,50,342,278
"[[[ 21  72  75]
  [ 23  69  73]
  [ 22  61  66]
  ...
  [  7  36  43]
  [ 12  43  50]
  [ 12  43  50]]

 [[ 19  70  73]
  [ 23  69  73]
  [ 26  65  70]
  ...
  [  7  36  43]
  [ 13  44  51]
  [ 13  44  51]]

 [[ 14  65  68]
  [ 29  75  79]
  [ 29  68  73]
  ...
  [ 15  46  53]
  [ 15  46  53]
  [ 15  46  53]]

 ...

 [[  3  21  23]
  [  3  21  23]
  [  3  21  23]
  ...
  [ 76 107 116]
  [ 75 106 115]
  [ 83 114 123]]

 [[  3  21  23]
  [  3  21  23]
  [  3  21  23]
  ...
  [ 75 111 119]
  [ 75 111 119]
  [ 78 114 122]]

 [[  3  21  23]
  [  3  21  23]
  [  3  21  23]
  ...
  [ 72 108 116]
  [ 73 109 117]
  [ 74 110 118]]]",164,55,341,279
"[[[ 20  71  74]
  [ 25  71  75]
  [ 12  51  56]
  ...
  [ 16  29  37]
  [ 15  28  36]
  [ 14  27  35]]

 [[ 16  67  70]
  [ 24  70  74]
  [ 26  65  70]
  ...
  [ 17  30  38]
  [ 17  30  38]
  [ 16  29  37]]

 [[ 12  63  66]
  [ 29  75  79]
  [ 28  67  72]
  ...
  [ 23  36  44]
  [ 22  35  43]
  [ 22  35  43]]

 ...

 [[  6  16  20]
  [  6  16  20]
  [  6  16  20]
  ...
  [ 73 100 109]
  [ 74 101 110]
  [ 75 102 111]]

 [[  6  16  20]
  [  6  16  20]
  [  6  16  20]
  ...
  [ 74 101 110]
  [ 74 101 110]
  [ 74 101 110]]

 [[  6  16  20]
  [  6  16  20]
  [  6  16  20]
  ...
  [ 79 106 115]
  [ 84 111 120]
  [ 87 114 123]]]",165,58,341,338
"[[[ 20  60  70]
  [ 22  62  72]
  [ 26  66  76]
  ...
  [ 30  33  51]
  [ 30  33  51]
  [ 31  34  52]]

 [[ 22  62  72]
  [ 25  63  73]
  [ 27  65  75]
  ...
  [ 29  32  50]
  [ 30  33  51]
  [ 31  34  52]]

 [[ 25  63  73]
  [ 27  62  73]
  [ 28  63  74]
  ...
  [ 25  30  48]
  [ 28  33  51]
  [ 28  33  51]]

 ...

 [[  2  20  22]
  [  2  20  22]
  [  2  20  22]
  ...
  [ 82  98 112]
  [ 83  99 113]
  [ 88 104 118]]

 [[  2  20  22]
  [  2  20  22]
  [  2  20  22]
  ...
  [ 81  97 111]
  [ 83  99 113]
  [ 99 115 129]]

 [[  2  20  22]
  [  2  20  22]
  [  2  20  22]
  ...
  [ 82  98 112]
  [ 84 100 114]
  [102 118 132]]]",166,61,340,332
"[[[ 16  61  70]
  [ 18  63  72]
  [ 22  67  76]
  ...
  [  9  26  42]
  [ 13  30  46]
  [ 16  33  49]]

 [[ 18  63  72]
  [ 21  63  73]
  [ 23  65  75]
  ...
  [ 13  30  46]
  [  8  25  41]
  [ 18  35  51]]

 [[ 21  63  73]
  [ 23  63  73]
  [ 24  64  74]
  ...
  [ 18  35  51]
  [  8  25  41]
  [ 21  38  54]]

 ...

 [[  5  26  30]
  [  5  26  30]
  [  4  25  29]
  ...
  [ 84  99 108]
  [ 83  98 107]
  [ 84  99 108]]

 [[  5  26  30]
  [  5  26  30]
  [  3  24  28]
  ...
  [ 84  99 108]
  [ 82  97 106]
  [ 85 100 109]]

 [[  2  23  27]
  [  1  22  26]
  [  0  18  22]
  ...
  [ 81  96 105]
  [ 80  95 104]
  [ 86 101 110]]]",173,58,345,341
"[[[ 16  61  70]
  [ 18  63  72]
  [ 22  67  76]
  ...
  [  1  30  35]
  [  6  36  41]
  [  8  38  43]]

 [[ 18  63  72]
  [ 21  63  73]
  [ 23  65  75]
  ...
  [  5  35  40]
  [  2  32  37]
  [ 10  40  45]]

 [[ 21  63  73]
  [ 23  63  73]
  [ 24  64  74]
  ...
  [  8  38  43]
  [  0  29  34]
  [ 11  41  46]]

 ...

 [[  0  21  29]
  [  0  20  28]
  [  0  17  25]
  ...
  [ 54 105 108]
  [ 52 103 106]
  [ 52 103 106]]

 [[  0  21  29]
  [  0  19  27]
  [  0  16  24]
  ...
  [ 54 105 108]
  [ 56 107 110]
  [ 57 108 111]]

 [[  0  21  29]
  [  0  18  26]
  [  0   9  17]
  ...
  [ 54 105 108]
  [ 56 107 110]
  [ 57 108 111]]]",171,61,342,345
"[[[ 51  60  75]
  [ 51  60  75]
  [ 51  60  75]
  ...
  [  2  33  42]
  [  2  33  42]
  [  2  33  42]]

 [[ 46  57  72]
  [ 46  57  72]
  [ 46  57  72]
  ...
  [  3  34  43]
  [  3  34  43]
  [  3  34  43]]

 [[ 44  56  66]
  [ 44  56  66]
  [ 44  56  66]
  ...
  [  7  38  47]
  [  8  39  48]
  [  8  39  48]]

 ...

 [[  4  24  31]
  [  3  23  30]
  [  1  21  28]
  ...
  [ 78  93 104]
  [ 74  89 100]
  [ 80  95 106]]

 [[  7  30  36]
  [  2  25  31]
  [  1  24  30]
  ...
  [ 77  92 103]
  [ 72  87  98]
  [ 91 106 117]]

 [[ 12  35  41]
  [  6  29  35]
  [  1  22  28]
  ...
  [ 79  94 105]
  [ 83  98 109]
  [ 86 101 112]]]",168,58,343,348
"[[[ 30  63  74]
  [ 30  63  74]
  [ 30  63  74]
  ...
  [ 30  42  54]
  [ 30  42  54]
  [ 30  42  54]]

 [[ 27  62  73]
  [ 27  62  73]
  [ 27  62  73]
  ...
  [ 31  43  55]
  [ 31  43  55]
  [ 28  40  52]]

 [[ 24  60  66]
  [ 24  60  66]
  [ 24  60  66]
  ...
  [ 31  43  55]
  [ 31  43  55]
  [ 28  40  52]]

 ...

 [[  5  21  28]
  [  5  21  28]
  [  5  21  28]
  ...
  [ 86  90  99]
  [ 89  90 100]
  [ 92  91 101]]

 [[  5  21  28]
  [  5  21  28]
  [  5  21  28]
  ...
  [ 96 100 109]
  [ 89  90 100]
  [ 92  91 101]]

 [[  5  21  28]
  [  5  21  28]
  [  5  21  28]
  ...
  [ 96 100 109]
  [ 90  91 101]
  [ 92  91 101]]]",172,59,344,348
"[[[ 48  59  74]
  [ 48  59  74]
  [ 48  59  74]
  ...
  [  2  32  44]
  [  5  34  43]
  [ 13  37  47]]

 [[ 46  60  74]
  [ 46  60  74]
  [ 46  60  74]
  ...
  [  2  32  44]
  [  3  34  43]
  [ 10  37  46]]

 [[ 41  56  65]
  [ 41  56  65]
  [ 41  56  65]
  ...
  [  0  35  45]
  [  0  37  44]
  [  5  41  49]]

 ...

 [[  5  23  25]
  [  5  23  25]
  [  5  23  25]
  ...
  [ 88 111 117]
  [ 64  87  93]
  [ 84 107 113]]

 [[  5  23  25]
  [  5  23  25]
  [  5  23  25]
  ...
  [ 98 121 127]
  [ 63  86  92]
  [ 86 109 115]]

 [[  5  23  25]
  [  5  23  25]
  [  5  23  25]
  ...
  [ 74  97 103]
  [ 63  86  92]
  [ 89 112 118]]]",173,62,345,327
"[[[ 20  65  74]
  [ 20  65  74]
  [ 20  65  74]
  ...
  [ 10  31  44]
  [ 12  31  42]
  [ 21  36  47]]

 [[ 18  65  74]
  [ 18  65  74]
  [ 18  65  74]
  ...
  [ 10  31  44]
  [ 13  32  43]
  [ 21  36  47]]

 [[ 13  61  65]
  [ 13  61  65]
  [ 13  61  65]
  ...
  [ 10  31  44]
  [ 11  33  43]
  [ 18  35  46]]

 ...

 [[  5  19  24]
  [  5  19  24]
  [  5  19  24]
  ...
  [ 85  98 106]
  [ 87 100 108]
  [ 87 100 108]]

 [[  5  19  24]
  [  5  19  24]
  [  5  19  24]
  ...
  [ 87 100 108]
  [ 87 100 108]
  [ 87 100 108]]

 [[  5  19  24]
  [  5  19  24]
  [  5  19  24]
  ...
  [ 87 100 108]
  [ 87 100 108]
  [ 86  99 107]]]",170,59,342,278
"[[[ 19  64  73]
  [ 19  64  73]
  [ 19  64  73]
  ...
  [  4  19  30]
  [  4  19  30]
  [  4  19  30]]

 [[ 19  66  75]
  [ 19  66  75]
  [ 19  66  75]
  ...
  [  8  23  34]
  [  8  23  34]
  [  8  23  34]]

 [[ 14  62  68]
  [ 14  62  68]
  [ 14  62  68]
  ...
  [ 12  27  38]
  [ 12  27  38]
  [ 14  29  40]]

 ...

 [[ 10  23  31]
  [ 10  23  31]
  [  9  22  30]
  ...
  [ 79  98 109]
  [ 78  97 108]
  [ 77  96 107]]

 [[ 10  23  31]
  [ 10  23  31]
  [ 10  23  31]
  ...
  [ 76  95 106]
  [ 73  92 103]
  [ 73  92 103]]

 [[ 10  23  31]
  [ 10  23  31]
  [ 10  23  31]
  ...
  [ 87 106 117]
  [ 85 104 115]
  [ 85 104 115]]]",171,56,340,353
"[[[ 47  58  73]
  [ 47  58  73]
  [ 47  58  73]
  ...
  [  6  21  32]
  [  6  21  32]
  [  6  21  32]]

 [[ 47  61  75]
  [ 47  61  75]
  [ 47  61  75]
  ...
  [  8  23  34]
  [  8  23  34]
  [  8  23  34]]

 [[ 43  58  69]
  [ 43  58  69]
  [ 43  58  69]
  ...
  [ 12  27  38]
  [ 13  28  39]
  [ 13  28  39]]

 ...

 [[  0  17  28]
  [  0  16  27]
  [  0  16  27]
  ...
  [ 74  93 104]
  [ 66  85  96]
  [ 65  84  95]]

 [[  0  17  28]
  [  0  16  27]
  [  0  16  27]
  ...
  [ 77  96 107]
  [ 74  93 104]
  [ 71  90 101]]

 [[  0  17  28]
  [  0  16  27]
  [  0  16  27]
  ...
  [ 79  98 109]
  [ 80  99 110]
  [ 80  99 110]]]",171,56,340,349
"[[[ 32  62  74]
  [ 32  62  74]
  [ 32  62  74]
  ...
  [ 10  32  40]
  [ 14  36  44]
  [ 16  38  46]]

 [[ 30  63  74]
  [ 30  63  74]
  [ 30  63  74]
  ...
  [ 10  32  40]
  [ 14  36  44]
  [ 16  38  46]]

 [[ 26  60  66]
  [ 26  60  66]
  [ 26  60  66]
  ...
  [ 10  32  40]
  [ 14  36  44]
  [ 16  38  46]]

 ...

 [[  3  28  34]
  [  3  28  34]
  [  2  27  33]
  ...
  [ 90 112 120]
  [ 75  97 105]
  [ 70  92 100]]

 [[  7  32  38]
  [  7  32  38]
  [  6  31  37]
  ...
  [ 74  96 104]
  [ 76  98 106]
  [ 59  81  89]]

 [[  8  33  39]
  [  9  34  40]
  [  8  33  39]
  ...
  [ 80 102 110]
  [ 74  96 104]
  [ 69  91  99]]]",171,58,340,342
"[[[ 32  60  77]
  [ 32  60  77]
  [ 32  60  77]
  ...
  [  1  24  30]
  [  1  24  30]
  [  2  25  31]]

 [[ 30  61  77]
  [ 30  61  77]
  [ 30  61  77]
  ...
  [  1  24  30]
  [  1  24  30]
  [  2  25  31]]

 [[ 26  59  70]
  [ 26  59  70]
  [ 26  59  70]
  ...
  [  2  25  31]
  [  2  25  31]
  [  2  25  31]]

 ...

 [[  2  29  30]
  [  0  27  28]
  [  1  24  27]
  ...
  [ 81 101 108]
  [ 82 102 109]
  [ 64  84  91]]

 [[  6  33  34]
  [  6  33  34]
  [  3  27  30]
  ...
  [ 77  97 104]
  [ 74  94 101]
  [ 69  89  96]]

 [[  8  35  36]
  [  8  35  36]
  [  6  30  33]
  ...
  [ 78  98 105]
  [ 80 100 107]
  [ 89 109 116]]]",166,59,338,347
"[[[ 15  51  57]
  [ 28  64  70]
  [ 31  67  73]
  ...
  [ 10  35  36]
  [ 15  40  41]
  [ 16  41  42]]

 [[ 22  53  60]
  [ 32  63  70]
  [ 35  66  73]
  ...
  [  8  33  34]
  [ 12  37  38]
  [ 14  39  40]]

 [[ 31  60  67]
  [ 34  63  70]
  [ 36  65  72]
  ...
  [  6  31  32]
  [  7  32  33]
  [  7  32  33]]

 ...

 [[  0  26  29]
  [  0  26  29]
  [  0  26  29]
  ...
  [ 86 102 109]
  [ 87 103 110]
  [ 80  96 103]]

 [[  0  26  29]
  [  0  26  29]
  [  0  26  29]
  ...
  [ 84 100 107]
  [ 85 101 108]
  [ 77  93 100]]

 [[  0  26  29]
  [  0  26  29]
  [  0  26  29]
  ...
  [ 83  99 106]
  [ 84 100 107]
  [ 91 107 114]]]",168,64,338,315
"[[[  1  36  42]
  [ 32  68  74]
  [ 31  67  73]
  ...
  [ 11  35  43]
  [ 10  34  42]
  [  3  24  32]]

 [[  8  39  46]
  [ 35  66  73]
  [ 25  56  63]
  ...
  [ 10  34  42]
  [ 11  35  43]
  [  3  24  32]]

 [[ 25  54  61]
  [ 30  59  66]
  [ 21  50  57]
  ...
  [ 13  37  45]
  [ 17  41  49]
  [ 19  43  51]]

 ...

 [[  1  24  30]
  [  1  24  30]
  [  1  24  30]
  ...
  [ 81 101 108]
  [ 70  90  97]
  [ 80 100 107]]

 [[  1  24  30]
  [  1  24  30]
  [  1  24  30]
  ...
  [ 79 102 108]
  [ 78 101 107]
  [ 78 101 107]]

 [[  1  24  30]
  [  1  24  30]
  [  1  24  30]
  ...
  [ 80 103 109]
  [ 80 103 109]
  [ 69  92  98]]]",171,61,338,345
"[[[ 52  64  74]
  [ 50  62  72]
  [ 49  61  71]
  ...
  [ 15  30  39]
  [ 17  32  41]
  [ 19  34  43]]

 [[ 37  54  63]
  [ 39  56  65]
  [ 43  60  69]
  ...
  [ 14  29  38]
  [ 16  31  40]
  [ 19  34  43]]

 [[ 35  54  63]
  [ 36  55  64]
  [ 33  52  61]
  ...
  [ 12  27  36]
  [ 15  30  39]
  [ 20  35  44]]

 ...

 [[  1  21  28]
  [  1  21  28]
  [  1  21  28]
  ...
  [ 72 100 105]
  [ 68  96 101]
  [ 64  92  97]]

 [[  1  21  28]
  [  1  21  28]
  [  1  21  28]
  ...
  [ 76 106 111]
  [ 61  91  96]
  [ 72 102 107]]

 [[  1  21  28]
  [  1  21  28]
  [  1  21  28]
  ...
  [ 92 122 127]
  [ 73 103 108]
  [ 72 102 107]]]",172,61,336,350
"[[[ 43  62  71]
  [ 43  62  71]
  [ 42  61  70]
  ...
  [ 10  27  43]
  [ 16  29  45]
  [ 19  32  48]]

 [[ 32  56  64]
  [ 32  56  64]
  [ 35  59  67]
  ...
  [ 20  37  53]
  [ 26  39  55]
  [ 33  46  62]]

 [[ 36  58  66]
  [ 37  59  67]
  [ 40  62  70]
  ...
  [ 20  37  53]
  [ 29  42  58]
  [ 41  54  70]]

 ...

 [[ 14  24  34]
  [ 14  24  34]
  [ 14  24  34]
  ...
  [ 76  99 105]
  [ 67  90  96]
  [ 76  99 105]]

 [[ 14  24  34]
  [ 14  24  34]
  [ 14  24  34]
  ...
  [ 71  99 104]
  [ 67  95 100]
  [ 77 105 110]]

 [[ 16  26  36]
  [ 16  26  36]
  [ 16  26  36]
  ...
  [ 73 103 108]
  [ 78 108 113]
  [ 72 102 107]]]",171,60,334,356
"[[[ 43  62  71]
  [ 42  61  70]
  [ 42  61  70]
  ...
  [ 19  27  36]
  [ 19  27  36]
  [ 19  27  36]]

 [[ 32  56  64]
  [ 34  58  66]
  [ 39  63  71]
  ...
  [ 19  27  36]
  [ 19  27  36]
  [ 19  27  36]]

 [[ 37  59  67]
  [ 39  61  69]
  [ 37  64  71]
  ...
  [ 20  28  37]
  [ 20  28  37]
  [ 20  28  37]]

 ...

 [[  6  21  37]
  [  6  21  37]
  [  6  21  37]
  ...
  [ 78  95 104]
  [ 77  94 103]
  [ 78  95 104]]

 [[  6  21  37]
  [  6  21  37]
  [  6  21  37]
  ...
  [ 78  95 104]
  [ 78  95 104]
  [ 77  94 103]]

 [[  6  21  37]
  [  6  21  37]
  [  6  21  37]
  ...
  [ 80  97 106]
  [ 82  99 108]
  [ 83 100 109]]]",174,60,333,355
"[[[ 36  58  66]
  [ 36  58  66]
  [ 36  58  66]
  ...
  [  4  21  37]
  [  4  21  37]
  [  5  22  38]]

 [[ 36  58  66]
  [ 36  58  66]
  [ 36  58  66]
  ...
  [  4  21  37]
  [  4  21  37]
  [  4  21  37]]

 [[ 32  56  64]
  [ 32  56  64]
  [ 32  56  64]
  ...
  [  5  22  38]
  [  6  23  39]
  [  5  22  38]]

 ...

 [[  0  16  27]
  [  0  17  28]
  [  1  16  25]
  ...
  [ 76  95  99]
  [ 78  97 101]
  [ 79  98 102]]

 [[  0  16  27]
  [  0  17  28]
  [  1  16  25]
  ...
  [ 77  96 100]
  [ 77  96 100]
  [ 78  97 101]]

 [[  0  16  27]
  [  0  17  28]
  [  1  16  25]
  ...
  [ 78  97 101]
  [ 78  97 101]
  [ 77  96 100]]]",172,62,332,353
"[[[31 65 73]
  [28 62 70]
  [27 61 69]
  ...
  [17 32 43]
  [20 35 46]
  [21 36 47]]

 [[29 68 75]
  [24 63 70]
  [23 62 69]
  ...
  [17 32 43]
  [19 34 45]
  [21 36 47]]

 [[29 70 77]
  [22 63 70]
  [20 61 68]
  ...
  [15 30 41]
  [16 31 42]
  [18 33 44]]

 ...

 [[ 3 18 27]
  [ 3 18 27]
  [ 5 18 26]
  ...
  [72 91 95]
  [73 92 96]
  [75 94 98]]

 [[ 1 16 25]
  [ 2 17 26]
  [ 3 16 24]
  ...
  [73 92 96]
  [67 86 90]
  [66 85 89]]

 [[ 0 16 27]
  [ 0 17 28]
  [ 1 16 25]
  ...
  [76 95 99]
  [74 93 97]
  [73 92 96]]]",176,63,327,262
"[[[ 37  71  79]
  [ 25  59  67]
  [ 32  66  74]
  ...
  [  7  34  43]
  [ 10  37  46]
  [ 11  38  47]]

 [[ 34  73  80]
  [ 22  61  68]
  [ 28  67  74]
  ...
  [  7  34  43]
  [  9  36  45]
  [ 11  38  47]]

 [[ 30  71  78]
  [ 22  63  70]
  [ 24  65  72]
  ...
  [  5  32  41]
  [  6  33  42]
  [  8  35  44]]

 ...

 [[  3  18  27]
  [  3  18  27]
  [  6  19  27]
  ...
  [ 74  91 102]
  [ 71  88  99]
  [ 72  89 100]]

 [[  1  16  25]
  [  3  18  27]
  [  7  20  28]
  ...
  [ 69  86  97]
  [ 73  90 101]
  [ 72  89 100]]

 [[  0  16  27]
  [  1  18  29]
  [  6  21  30]
  ...
  [ 80  97 108]
  [ 74  91 102]
  [ 72  89 100]]]",173,62,328,349
"[[[31 60 69]
  [44 73 82]
  [41 70 79]
  ...
  [ 7 34 43]
  [10 37 46]
  [11 38 47]]

 [[22 56 64]
  [32 66 74]
  [36 70 78]
  ...
  [ 7 34 43]
  [ 9 36 45]
  [11 38 47]]

 [[28 64 72]
  [24 60 68]
  [35 71 79]
  ...
  [ 5 32 41]
  [ 6 33 42]
  [ 8 35 44]]

 ...

 [[ 3 21 23]
  [ 5 23 25]
  [ 8 24 24]
  ...
  [94 91 98]
  [95 92 99]
  [91 88 95]]

 [[ 1 19 21]
  [ 3 21 23]
  [ 6 22 22]
  ...
  [93 90 97]
  [94 91 98]
  [92 89 96]]

 [[ 0 18 22]
  [ 1 20 24]
  [ 4 22 24]
  ...
  [89 86 93]
  [91 88 95]
  [93 90 97]]]",172,64,327,357
"[[[33 55 65]
  [43 65 75]
  [45 67 77]
  ...
  [ 7 29 39]
  [ 7 29 39]
  [ 8 30 40]]

 [[26 53 62]
  [36 63 72]
  [40 67 76]
  ...
  [ 6 28 38]
  [ 6 28 38]
  [ 7 29 39]]

 [[32 59 68]
  [33 60 69]
  [38 65 74]
  ...
  [ 5 27 37]
  [ 5 27 37]
  [ 4 26 36]]

 ...

 [[ 3 21 23]
  [ 6 24 26]
  [ 8 24 24]
  ...
  [76 90 95]
  [72 86 91]
  [78 92 97]]

 [[ 1 19 21]
  [ 3 21 23]
  [ 6 22 22]
  ...
  [77 91 96]
  [77 91 96]
  [75 89 94]]

 [[ 0 18 22]
  [ 1 20 24]
  [ 4 22 24]
  ...
  [79 93 98]
  [80 94 99]
  [78 92 97]]]",170,66,329,355
"[[[ 30  49  60]
  [ 37  56  67]
  [ 45  62  73]
  ...
  [ 13  40  49]
  [ 12  39  48]
  [ 11  38  47]]

 [[ 47  66  77]
  [ 47  66  77]
  [ 44  63  74]
  ...
  [ 12  39  48]
  [ 12  39  48]
  [ 11  38  47]]

 [[ 52  69  80]
  [ 51  68  79]
  [ 50  67  78]
  ...
  [ 12  39  48]
  [ 11  38  47]
  [ 11  38  47]]

 ...

 [[ 14  34  41]
  [ 12  32  39]
  [  9  29  36]
  ...
  [ 81 100 109]
  [ 79  98 107]
  [ 77  96 105]]

 [[  7  28  32]
  [  7  28  32]
  [  8  27  31]
  ...
  [ 78 100 108]
  [ 77  99 107]
  [ 75  97 105]]

 [[  6  25  29]
  [  6  25  29]
  [  8  26  28]
  ...
  [ 78 100 108]
  [ 77  99 107]
  [ 75  97 105]]]",169,69,327,338
"[[[ 27  63  58]
  [ 28  64  57]
  [ 31  65  58]
  ...
  [ 22  39  50]
  [ 22  39  50]
  [ 22  39  50]]

 [[ 28  67  61]
  [ 28  67  59]
  [ 30  66  59]
  ...
  [ 18  35  46]
  [ 18  35  46]
  [ 18  35  46]]

 [[ 27  68  60]
  [ 27  68  60]
  [ 31  67  60]
  ...
  [ 13  30  41]
  [ 13  30  41]
  [ 13  30  41]]

 ...

 [[  9  27  34]
  [  9  27  34]
  [  9  27  34]
  ...
  [ 76  93 102]
  [ 76  93 102]
  [ 75  92 101]]

 [[  4  21  25]
  [  4  21  25]
  [  4  21  25]
  ...
  [ 76  93 102]
  [ 76  93 102]
  [ 75  92 101]]

 [[  2  19  23]
  [  2  19  23]
  [  2  19  23]
  ...
  [ 76  93 102]
  [ 76  93 102]
  [ 75  92 101]]]",173,72,326,321
"[[[ 36  64  69]
  [ 37  66  68]
  [ 40  66  69]
  ...
  [ 61  84  90]
  [ 56  79  85]
  [ 52  75  81]]

 [[ 37  67  72]
  [ 37  68  70]
  [ 38  67  69]
  ...
  [ 31  54  60]
  [ 34  57  63]
  [ 36  59  65]]

 [[ 36  69  71]
  [ 35  68  70]
  [ 38  67  69]
  ...
  [ 24  47  53]
  [ 24  47  53]
  [ 25  48  54]]

 ...

 [[ 33  50  59]
  [ 35  52  61]
  [ 35  53  60]
  ...
  [ 80  96 103]
  [ 73  89  96]
  [ 65  81  88]]

 [[  7  25  32]
  [  9  25  32]
  [  9  28  32]
  ...
  [ 79  95 102]
  [ 69  85  92]
  [ 76  92  99]]

 [[  2  19  23]
  [  4  21  25]
  [ 10  27  31]
  ...
  [ 78  95 104]
  [ 81  98 107]
  [ 89 106 115]]]",172,71,325,339
"[[[ 37  64  73]
  [ 38  65  72]
  [ 43  67  75]
  ...
  [127 146 150]
  [127 146 150]
  [127 146 150]]

 [[ 37  66  75]
  [ 38  67  74]
  [ 40  67  74]
  ...
  [ 39  58  62]
  [ 39  58  62]
  [ 39  58  62]]

 [[ 36  67  74]
  [ 38  67  74]
  [ 40  67  74]
  ...
  [ 27  46  50]
  [ 27  46  50]
  [ 27  46  50]]

 ...

 [[ 61  92  99]
  [ 62  93 100]
  [ 65  96 103]
  ...
  [ 77  97 104]
  [ 71  91  98]
  [ 51  71  78]]

 [[ 58  87  94]
  [ 58  87  94]
  [ 53  82  89]
  ...
  [ 80  96 103]
  [ 61  77  84]
  [ 50  66  73]]

 [[ 12  39  46]
  [ 12  39  46]
  [ 11  39  44]
  ...
  [ 90 106 113]
  [ 61  77  84]
  [ 68  84  91]]]",173,71,323,344
"[[[ 31  65  73]
  [ 33  64  73]
  [ 32  63  72]
  ...
  [172 174 181]
  [174 176 183]
  [177 179 186]]

 [[ 30  66  74]
  [ 34  68  76]
  [ 34  68  76]
  ...
  [ 89  91  98]
  [ 92  94 101]
  [ 94  96 103]]

 [[ 25  64  71]
  [ 37  71  79]
  [ 35  69  77]
  ...
  [ 27  29  36]
  [ 26  28  35]
  [ 25  27  34]]

 ...

 [[ 63 119 128]
  [ 42  98 107]
  [ 46 102 111]
  ...
  [ 89  97 101]
  [ 77  85  89]
  [ 51  59  63]]

 [[ 28  98 105]
  [ 28  98 105]
  [ 35 105 112]
  ...
  [ 87  95  99]
  [ 96 104 108]
  [ 72  80  84]]

 [[ 21 101 106]
  [ 20 100 105]
  [ 12  92  97]
  ...
  [ 93 101 105]
  [ 89  97 101]
  [ 68  76  80]]]",171,73,322,350
"[[[ 26  65  70]
  [ 27  66  71]
  [ 28  67  72]
  ...
  [177 201 204]
  [176 200 203]
  [176 200 203]]

 [[ 33  72  77]
  [ 33  72  77]
  [ 34  73  78]
  ...
  [154 178 181]
  [153 177 180]
  [153 177 180]]

 [[ 37  76  81]
  [ 37  76  81]
  [ 36  75  80]
  ...
  [ 32  56  59]
  [ 35  59  62]
  [ 35  59  62]]

 ...

 [[ 70 102 115]
  [ 75 107 120]
  [ 73 105 118]
  ...
  [ 78  78  78]
  [ 72  67  66]
  [108 100 100]]

 [[ 45  91 102]
  [ 59 105 116]
  [ 61 107 118]
  ...
  [ 77  88  89]
  [ 74  82  81]
  [ 59  62  60]]

 [[ 29  94 102]
  [ 41 106 114]
  [ 29  94 102]
  ...
  [ 80  96  96]
  [ 81  93  92]
  [ 69  77  76]]]",172,76,319,342
